,text
6225,"RT @almuariza: ¿Primer mundo? Falta total de previsión. Cuarto día sin gasolina ni dónde comprar alimentos. 
La gente está desesperada. Hacemos cola desde hace horas pero nadie nos garantiza que podamos llenar el depósito hoy. 
#HurricaneFlorence2018 
#Jacksonville https://t.co/37Pg2XyVHZ"
6226,"RT @RockersDenStore: Any questions on..who's the number one in reporting  #FakeNews?
@cnnbrk @CNN @CNNPolitics #CNNLies #FakeNewsCNN
#FakeNewsMedia

@andersoncooper NOTHING surprises me about you!

@seanhannity
@TuckerCarlson @FoxNews @foxandfriends #HurricaneFlorence #HurricaneFlorence2018 https://t.co/oFLaalre1b"
6227,"RT @BearsChica: Alright #DaBears fans - I need a HUGE favor.  We are still without power (day 5...) from #HurricaneFlorence2018.  I will not be able to watch tonight’s game, so I am going to need lots of updates please!  #ChicagoBears #BearDown 🐻⬇️"
6228,"RT @KalyNOTAnon: Storms this year have been called 
* record breaking
* historical
* storm of the year
* storm of the decade
* and now storm of a lifetime 
I think its time for a different discussion to be happening. The weather has changed. #Prepare  #EarthQuake #Volcano  #HurricaneFlorence2018"
6229,A big thank you to the 2 @Atlanta_Police officers who dropped off cases of water for the #ConvoyOfCare #HurricaneFlorence2018 https://t.co/XPcmh5bcdv
6230,"RT @rtehrani: People in the Carolinas are about to rediscover the difference between the storm damage and what is covered by #insurance.

While wind damage is well covered by insurers, flood damage is absent from most policies. https://t.co/l57Fdffu9a

#HurricaneFlorence #HurricaneFlorence2018 https://t.co/Xw3ulX7XSj"
6231,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
6232,RT @spencerspellman: Thinking about my home state of North Carolina...Via @mental_floss: 5 Ways You Can Help Hurricane Florence Victims. #HurricaneFlorence2018 #HurricaneFlorence https://t.co/CwN5aRBFN0
6233,"RT @Viachain: VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken #killshot #HurricaneFlorence2018 #WalangPasok #Cryptocurrency"
6234,"#HurricaneFlorence 
#HurricaneFlorence2018 
If you are local to #NHC #Rabbit #Wilmington #NC and you can #donate any of the items listed, #please #help!!!
#please #retweet #share #like #donate #love your #furry #friends
#thank you!!! https://t.co/m5fqFyti4p"
6235,RT @SusanHendricks: Busy Sunday on #WeekendExoress thinking of those in the line of #HurricaneFlorence2018 https://t.co/PL3W2Gkwwa
6236,"RT @newsobserver: ICYMI @WCPSS is open on a regular schedule. Plus, a look at makeup days

https://t.co/OpmJGB85GA

#Florence #HurricaneFlorence2018"
6237,"If you are in the destruction path of #HurricaneFlorence2018, remember, do not go barefoot in flooded waters, wear long pants, long sleeves, boots and gloves. Also do NOT drive into ANY water!"
6238,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
6239,"RT @WeiZhangAtmos: The data is clear. Hurricanes not more numerous or stronger. So, climate crisis crazies have moved to new claim, that hurricanes move slower and rain more. But this is #fakenews as well.  USA hurricane-prone coastal cities show no trend in heavy rain days. #HurricaneFlorence2018 https://t.co/RvsckFu0C0"
6240,"RT @_andrewcarter: Seeing these poor dogs, cold and wet, scared, some shaking, is a sight powerful enough to bring you to tears. Some of them seem thrilled at the sight of people. These two, especially. #HurricaneFlorence2018. https://t.co/lubUbNorZD"
6241,"@FoxNews @RickLeventhal Wait, I though #HurricaneFlorence2018 was a hoax? Isn't that what @rushlimbaugh told all his listeners?"
6242,"RT @_andrewcarter: Incredible scene here now outside of Kinston, where several people are rescuing dogs from a flooded kennel. Really powerful, emotional scene. #HurricaneFlorence2018 https://t.co/sWlytrNsmQ"
6243,"RT @NationalGuard: .@NCARNG Soldiers are out in full force to assist citizens caught in flood waters. Always ready, always there. #HurricaneFlorence2018 #weareguard https://t.co/3J9UteBNYB"
6244,"RT @_andrewcarter: Now here in rural eastern N.C., about six miles northwest of Trenton, which we’ve been told is impossible to get to. Came across friends, including a pastor, helping a man remove his belongings from his flooded house. #HurricaneFlorence2018 https://t.co/G1ifVwUO5z"
6245,"RT @SchoolHouseConn: To support students displaced by #disasters, here is a brief that summarizes five key policies and provides quick tips for their implementation. https://t.co/cGW1GrmBrb #HurricaneFlorence2018 https://t.co/XUb9FaEqgN"
6246,Our hearts go out to everyone in path of Hurricane Florence but please be aware of phishing campaigns from US Department of Homeland Security.  https://t.co/697pnvzg5u #cybersecurity #phishing #HurricaneFlorence2018
6247,RT @_andrewcarter: That feeling when the local you’re with drives you into a flooded ditch and you have to abort mission. #HurricaneFlorence2018 https://t.co/eeH3TZ0MAG
6248,"RT @_andrewcarter: Seeing these poor dogs, cold and wet, scared, some shaking, is a sight powerful enough to bring you to tears. Some of them seem thrilled at the sight of people. These two, especially. #HurricaneFlorence2018. https://t.co/lubUbNorZD"
6249,"RT @_andrewcarter: This little guy was trapped under the stairs in a house, I’m told, in standing water. He’s been shivering but seems to be doing better now that he has a towel. #HurricaneFlorence2018 https://t.co/vzndu3XA1M"
6250,"RT @_andrewcarter: A woman (pictured) tells me that she and her people have brought out about a dozen dogs, with more to come on boats. There were about 18 stuck inside of a house, by themselves. They were heard barking and whimpering. #HurricaneFlorence2018 https://t.co/3L5gg1XtcI"
6251,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
6252,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
6253,"RT @GinnyGinny_1: A mother and her infant child have been killed in Wilmington, NC due to a tree falling on their home.  Prayers to their Family, and the Rescue People who prayed on site after seeing the tragedy. 🙏😪😪🙏 #HurricaneFlorence2018"
6254,#Hero in my book.  Special thanks and #ShoutOut to this man for doing an act of kindness in the most difficult of conditions. #HurricaneFlorence2018 #HurricaneFlorence https://t.co/y7zftekhru
6255,"RT @AmillerM10: Using a real situation to Connect the standards (adjectives, weather, needs and wants, and ELA). #HurricaneFlorence2018 @libertyesSTEM @Ckanderson_LCSS @jlee_les https://t.co/IDbfD3lIWC"
6256,"RT @PMbeers: One thing most people don't consider when hungry people loot food after a #hurricane is that that food CAN'T BE SOLD because of concerns about mold. The STUFF is covered by insurance &amp; hungry people NEED TO EAT.  

#HurricaneFlorence #HurricaneFlorence2018 #FlorenceNC #Florence"
6257,"RT @ALewH2O: While Hurrican Florence has raged, the USGS has spared no time mining all available data to best guide the emergency response. #water #WaterScience #DataScience #DataMining #HurricaneFlorence2018 #FEMA https://t.co/vbx2SSuohk"
6258,"#HurricaneFlorence has come and gone through #NorthCarolina and #SouthCarolina, but its heavy rains and storm surge have caused significant flooding in cities and towns across the region. https://t.co/KTB4hKPg8p #HurricaneFlorence2018"
6259,More photos of #HurricaneFlorence2018 @PascoCountyPIO @Pasco_FL_OEM @FLSERT @PascoFireRescue @coreydierdorff #AHIMT https://t.co/eFALMensRw
6260,"RT @michaeljkellyjr: @LindseyGrahamSC @MarkDaVinciGrp @realDonaldTrump Did you happen to ask him why he is lying about the death toll in Puerto Rico @LindseyGrahamSC ?  
Asking for #SC residents who might fear he’d do the same with #HurricaneFlorence2018"
6261,RT @AGelbach: Thoughts and prayers are going out to those effected by #HurricaneFlorence2018 https://t.co/gHYvaI2ZoQ
6262,"Pinter, 65, is a 25-year resident of #Newport, a town of about 5,000 where Tropical Storm #Florence hit the hardest late last week. https://t.co/dDUm5FtJyz #HurricaneFlorence2018"
6263,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
6264,Help how you can. Please donate through Google and they will match the donations by $1 million. #weareallconnected #HurricaneFlorence2018 #HurricaneFlorenceRelief https://t.co/tXxr1ac4E0
6265,God created Carolina blue! Dramatic sunshine and blue sky in @NWSRaleigh @RaleighGov #HurricaneFlorence2018 #Carolinas #hope https://t.co/WRvvB26yYM
6266,Loving my lineman ❤️ and praying even more for safety for him and his brothers while they are all in the Carolinas restoring #lineman #stormwork #HurricaneFlorence2018 #HurricanFlorence https://t.co/cJnMamb4JM
6267,"While Hurrican Florence has raged, the USGS has spared no time mining all available data to best guide the emergency response. #water #WaterScience #DataScience #DataMining #HurricaneFlorence2018 #FEMA https://t.co/vbx2SSuohk"
6268,"RT @GinnyGinny_1: A mother and her infant child have been killed in Wilmington, NC due to a tree falling on their home.  Prayers to their Family, and the Rescue People who prayed on site after seeing the tragedy. 🙏😪😪🙏 #HurricaneFlorence2018"
6269,"Alright #DaBears fans - I need a HUGE favor.  We are still without power (day 5...) from #HurricaneFlorence2018.  I will not be able to watch tonight’s game, so I am going to need lots of updates please!  #ChicagoBears #BearDown 🐻⬇️"
6270,"RT @Viachain: VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken #killshot #HurricaneFlorence2018 #WalangPasok #Cryptocurrency"
6271,“As Pennsylvanians we are glad to be down here helping the South Carolina folks in their time of need. We are really glad we can be a part of the disaster relief efforts here in South Carolina.” @SCNationalGuard @PANationalGuard @FoxNewsMMR #HurricaneFlorence2018 https://t.co/dqC9oUgq7d
6272,"RT @GinnyGinny_1: A mother and her infant child have been killed in Wilmington, NC due to a tree falling on their home.  Prayers to their Family, and the Rescue People who prayed on site after seeing the tragedy. 🙏😪😪🙏 #HurricaneFlorence2018"
6273,RT @LinemanBarn: Hurricane Florence hats available @linemanbarn #hurricaneflorence #lineman #linelife #hurricane #hurricaneflorence2018 #brotherskeeper #climbing #woodwalker #hookingainteasy #southcarolina #northcarolina #storm #stormchaser #linemanbarn #stormrestoration #ibew #union
6274,"Wind. Floods. Gunshots.

Journalists face danger and challenges in covering #Florence.

https://t.co/5wAB0X0Dbi

#HurricaneFlorence2018 #FlorenceNC https://t.co/X2nJTTQcOH"
6275,To the #bluecollar and #whitecollar #advocates and #FirstResponders! Thank you for all you are doing outside of your regular 9-5 to help our #NoRthCarolina #HurricaneFlorence2018 communities affected. We see you #IAmBrilliant  +#UR2 #CommunityChampionCertified @ShemekkaEbony https://t.co/jVnopKe1dC
6276,RT @_andrewcarter: That feeling when the local you’re with drives you into a flooded ditch and you have to abort mission. #HurricaneFlorence2018 https://t.co/eeH3TZ0MAG
6277,Hurricane Florence hats available @linemanbarn #hurricaneflorence #lineman #linelife #hurricane #hurricaneflorence2018 #brotherskeeper #climbing #woodwalker #hookingainteasy #southcarolina #northcarolina #storm #stormchaser #linemanbarn #stormrestoration #ibew #union
6278,@Reuters stay safe y'all... #HurricaneFlorence2018 #Cyclones
6279,"RT @nasw: The @RedCross is looking for volunteers, including social workers, in South Carolina to help people affected by #HurricaneFlorence2018. For more info: https://t.co/nygIMp0ZtH @NASWSC"
6280,"RT @byHeatherLong: Big problem: Only 10% of homeowners in the areas worst hit by #HurricaneFlorence2018 

People with flood insurance can get up to $250,000 for home repairs 
The other 90% must rely on FEMA aid, which is typically under $5,000 a home.

https://t.co/P8eoRkenLl with @andrewvandam https://t.co/WMPyyVJI0p"
6281,#CNNIsStillFakeNews #HurricaneFlorence2018 https://t.co/lUr1qp6u5D
6282,"ICYMI @WCPSS is open on a regular schedule. Plus, a look at makeup days

https://t.co/OpmJGB85GA

#Florence #HurricaneFlorence2018"
6283,"RT @byHeatherLong: Big problem: Only 10% of homeowners in the areas worst hit by #HurricaneFlorence2018 

People with flood insurance can get up to $250,000 for home repairs 
The other 90% must rely on FEMA aid, which is typically under $5,000 a home.

https://t.co/P8eoRkenLl with @andrewvandam https://t.co/WMPyyVJI0p"
6284,"RT @pascalriche: Comment le passage à l’écran de deux types peut ruiner à jamais ta démonstration (et ta réputation). 
#HurricaneFlorence2018 via @gourdnibler 

https://t.co/Hb3vrAcc8r"
6285,Hazmat on the scene earlier today trying to remove pesticides that can explode when mixed with water at a garden and feed facility in Conway. ⁦@SCPublicRadio⁩ #HurricaneFlorence2018 https://t.co/pe8bVXNWC8
6286,"RT @newsobserver: Chapel Hill-Carrboro Schools announces it will open Tuesday, but on a delay

https://t.co/OpmJGB85GA

@chccs #Florence #HurricaneFlorence2018"
6287,"Like Crooked Hillary DOOMED in our #RedTsunami in 2016, now #JoeBiden would be absolutely be BURIED amid #RedWaveRising2018, much more powerful and consequential that #HurricaneFlorence2018 🆘🆘🆘🆘🆘👌👌👌👌👌 https://t.co/kGx0tZZ4Xj"
6288,Thinking about my home state of North Carolina...Via @mental_floss: 5 Ways You Can Help Hurricane Florence Victims. #HurricaneFlorence2018 #HurricaneFlorence https://t.co/CwN5aRBFN0
6289,"RT @Edifice_inc: The Roman Catholic Diocese of Charlotte did not let #HurricaneFlorence2018 ruin the #groundbreaking plans for the new St. Joseph College Seminary. Saturday's date for the ceremony was chosen instrumentally and went on as planned #CarolinaConstruction
https://t.co/FK24nTlKRf https://t.co/nudGBJLwS7"
6290,"Chapel Hill-Carrboro Schools announces it will open Tuesday, but on a delay

https://t.co/SN9XktqjKH

@chccs #Florence #HurricaneFlorence2018"
